simulation,scenario,mrr,retained_customers,churned_customers,retention_rate,arpu,revenue_change_pct,tier_distribution
40,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
41,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
42,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
43,current_35,7910,226,3,0.9826086956521739,35.0,-1.7391304347826086,{35: 226}
44,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
45,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
46,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
47,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
48,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
49,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
50,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
51,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
52,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
53,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
54,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
55,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
56,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
57,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
58,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
59,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
60,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
61,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
62,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
63,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
64,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
65,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
66,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
67,current_35,7910,226,3,0.9826086956521739,35.0,-1.7391304347826086,{35: 226}
68,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
69,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
70,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
71,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
72,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
73,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
74,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
75,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
76,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
77,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
78,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
79,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
80,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
81,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
82,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
83,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
84,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
85,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
86,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
87,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
88,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
89,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
90,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
91,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
92,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
93,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
94,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
95,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
96,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
97,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
98,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
99,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
100,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
101,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
102,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
103,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
104,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
105,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
106,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
107,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
108,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
109,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
110,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
111,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
112,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
113,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
114,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
115,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
116,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
117,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
118,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
119,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
120,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
121,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
122,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
123,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
124,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
125,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
126,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
127,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
128,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
129,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
130,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
131,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
132,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
133,current_35,7910,226,3,0.9826086956521739,35.0,-1.7391304347826086,{35: 226}
134,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
135,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
136,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
137,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
138,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
139,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
140,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
141,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
142,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
143,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
144,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
145,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
146,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
147,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
148,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
149,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
150,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
151,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
152,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
153,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
154,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
155,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
156,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
157,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
158,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
159,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
160,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
161,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
162,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
163,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
164,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
165,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
166,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
167,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
168,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
169,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
170,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
171,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
172,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
173,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
174,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
175,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
176,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
177,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
178,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
179,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
180,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
181,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
182,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
183,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
184,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
185,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
186,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
187,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
188,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
189,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
190,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
191,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
192,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
193,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
194,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
195,current_35,7910,226,3,0.9826086956521739,35.0,-1.7391304347826086,{35: 226}
196,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
197,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
198,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
199,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
200,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
201,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
202,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
203,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
204,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
205,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
206,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
207,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
208,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
209,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
210,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
211,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
212,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
213,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
214,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
215,current_35,7910,226,3,0.9826086956521739,35.0,-1.7391304347826086,{35: 226}
216,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
217,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
218,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
219,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
220,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
221,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
222,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
223,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
224,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
225,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
226,current_35,7875,225,4,0.9782608695652174,35.0,-2.1739130434782608,{35: 225}
227,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
228,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
229,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
230,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
231,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
232,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
233,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
234,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
235,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
236,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
237,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
238,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
239,current_35,7910,226,3,0.9826086956521739,35.0,-1.7391304347826086,{35: 226}
240,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
241,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
242,current_35,7875,225,4,0.9782608695652174,35.0,-2.1739130434782608,{35: 225}
243,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
244,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
245,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
246,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
247,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
248,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
249,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
250,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
251,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
252,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
253,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
254,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
255,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
256,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
257,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
258,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
259,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
260,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
261,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
262,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
263,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
264,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
265,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
266,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
267,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
268,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
269,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
270,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
271,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
272,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
273,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
274,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
275,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
276,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
277,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
278,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
279,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
280,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
281,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
282,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
283,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
284,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
285,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
286,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
287,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
288,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
289,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
290,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
291,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
292,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
293,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
294,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
295,current_35,7910,226,3,0.9826086956521739,35.0,-1.7391304347826086,{35: 226}
296,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
297,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
298,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
299,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
300,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
301,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
302,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
303,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
304,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
305,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
306,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
307,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
308,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
309,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
310,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
311,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
312,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
313,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
314,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
315,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
316,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
317,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
318,current_35,7910,226,3,0.9826086956521739,35.0,-1.7391304347826086,{35: 226}
319,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
320,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
321,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
322,current_35,8015,229,0,0.9956521739130435,35.0,-0.43478260869565216,{35: 229}
323,current_35,7945,227,2,0.9869565217391304,35.0,-1.3043478260869565,{35: 227}
324,current_35,7980,228,1,0.991304347826087,35.0,-0.8695652173913043,{35: 228}
